nct_id,start_year,elig_word_count,summary_word_count,desc_word_count,n_inclusion,n_exclusion,fk_grade_elig,fk_grade_summary,n_numeric_constraints,n_biomarker_terms,label
NCT02057770,2014.0,467.0,207.0,0.0,25.0,8.0,29.51284025667005,14.46041666666667,21.0,1.0,0
NCT00439556,2007.0,572.0,143.0,290.0,12.0,19.0,13.584804804804808,13.216438356164385,16.0,2.0,1
NCT04103879,2020.0,308.0,229.0,0.0,13.0,12.0,9.879891294662748,12.953134936812067,23.0,1.0,1
NCT00079625,2004.0,1114.0,569.0,402.0,23.0,12.0,10.157755708343945,16.114063969029406,14.0,5.0,1
NCT01824693,2013.0,225.0,121.0,458.0,13.0,6.0,46.056435643564356,15.302967741935486,5.0,2.0,1
NCT00973804,2009.0,117.0,528.0,482.0,3.0,0.0,12.761428571428574,14.213011583011586,3.0,0.0,0
NCT04205240,2020.0,208.0,127.0,289.0,12.0,5.0,23.5027032967033,19.2915625,8.0,2.0,0
NCT03360708,2013.0,520.0,63.0,267.0,17.0,20.0,25.2919772236403,12.103076923076923,17.0,3.0,1
NCT05190549,2021.0,315.0,103.0,0.0,8.0,10.0,9.135807560137458,19.646296296296295,11.0,0.0,1
NCT03856216,2019.0,349.0,178.0,454.0,17.0,13.0,12.674768421052633,15.488633879781421,16.0,2.0,0
NCT00049517,2002.0,296.0,161.0,622.0,31.0,14.0,31.264509652509656,16.088939393939395,9.0,3.0,1
NCT05322850,2022.0,1528.0,36.0,0.0,41.0,35.0,16.71691460055096,16.662105263157894,30.0,11.0,0
NCT04521946,2021.0,393.0,134.0,253.0,16.0,10.0,37.03915151515152,16.676594202898553,10.0,2.0,0
NCT03613727,2018.0,296.0,19.0,83.0,15.0,12.0,13.144255617977532,14.374444444444446,3.0,2.0,1
NCT05471661,2021.0,144.0,49.0,121.0,10.0,7.0,9.407937110328003,30.4611320754717,11.0,2.0,1
NCT04712942,2021.0,954.0,14.0,104.0,6.0,50.0,16.674413160861565,14.9875,27.0,7.0,1
NCT05071482,2021.0,447.0,168.0,0.0,7.0,16.0,16.23166438824334,20.53128571428572,11.0,6.0,0
NCT05120570,2022.0,379.0,22.0,159.0,20.0,8.0,28.687058823529416,14.456,15.0,3.0,1
NCT01471444,2011.0,486.0,49.0,1048.0,12.0,7.0,10.17761982698153,14.675204081632653,14.0,4.0,1
NCT00589316,2007.0,507.0,229.0,273.0,12.0,14.0,70.21226890756301,19.508571428571432,12.0,5.0,0
NCT03576547,2018.0,554.0,123.0,432.0,10.0,13.0,25.477307692307694,17.5543,17.0,3.0,0
NCT03932643,2019.0,662.0,43.0,136.0,14.0,13.0,11.74371209353307,9.375,17.0,5.0,1
NCT05447663,2023.0,554.0,63.0,303.0,17.0,12.0,18.298634850166483,30.092307692307696,10.0,4.0,0
NCT03761914,2019.0,2111.0,20.0,369.0,47.0,31.0,13.79914565826331,21.417272727272728,32.0,20.0,1
NCT02624492,2016.0,552.0,122.0,0.0,10.0,13.0,22.149304267161416,19.615000000000006,9.0,1.0,1
NCT00342316,2003.0,46.0,75.0,580.0,7.0,2.0,22.917435897435897,21.06166666666667,1.0,0.0,1
NCT03560908,2018.0,155.0,78.0,0.0,6.0,4.0,11.385601892931085,17.967499999999998,2.0,1.0,0
NCT00014508,2001.0,288.0,98.0,331.0,49.0,0.0,59.67857142857143,14.276000000000003,9.0,0.0,1
NCT04655391,2022.0,2455.0,160.0,456.0,92.0,0.0,44.34156740545369,14.620207039337476,105.0,17.0,0
NCT01982682,2013.0,390.0,131.0,190.0,13.0,13.0,13.07265401146132,14.840666666666667,13.0,1.0,1
NCT02648282,2016.0,334.0,40.0,0.0,11.0,14.0,12.74284722222222,24.287804878048785,6.0,2.0,1
NCT01256398,2010.0,172.0,99.0,932.0,9.0,0.0,73.71790697674419,12.990585858585863,2.0,1.0,1
NCT03959241,2019.0,725.0,71.0,275.0,19.0,12.0,13.110958078602621,24.790000000000003,14.0,2.0,1
NCT03349502,2017.0,93.0,99.0,299.0,8.0,6.0,40.49194805194806,10.808333333333334,0.0,0.0,1
NCT02688114,2017.0,57.0,61.0,242.0,2.0,8.0,22.86295918367347,15.776875,2.0,0.0,1
NCT04525352,2020.0,271.0,22.0,60.0,10.0,11.0,12.954848484848487,16.59,11.0,1.0,0
NCT02299518,2015.0,634.0,114.0,385.0,12.0,15.0,46.47540472175379,16.951315789473686,19.0,2.0,1
NCT04657315,2020.0,465.0,36.0,2.0,9.0,16.0,13.900458715596333,21.722222222222225,5.0,3.0,1
NCT00004853,2000.0,234.0,275.0,327.0,13.0,5.0,14.220566733735751,18.256363636363634,7.0,0.0,1
NCT02727868,2016.0,141.0,264.0,0.0,9.0,7.0,13.272116141732283,18.216295793758487,0.0,0.0,1
NCT00878189,2009.0,107.0,21.0,0.0,4.0,7.0,45.50755102040816,12.270000000000003,1.0,0.0,1
NCT02859415,2019.0,746.0,262.0,712.0,25.0,19.0,16.735537944284342,9.730336817653892,12.0,3.0,0
NCT03709550,2021.0,1097.0,96.0,292.0,23.0,23.0,22.162309197651663,11.439917525773197,41.0,0.0,0
NCT01165333,2010.0,432.0,17.0,216.0,22.0,9.0,17.921495238095243,13.251764705882355,18.0,3.0,1
NCT03681028,2018.0,741.0,88.0,262.0,23.0,9.0,12.106946851297,20.388636363636362,21.0,2.0,1
NCT03037385,2017.0,889.0,42.0,81.0,18.0,18.0,15.583987724604164,29.541304347826088,21.0,19.0,1
NCT00346164,2007.0,925.0,140.0,833.0,88.0,0.0,26.720191212961613,12.053571428571427,42.0,3.0,1
NCT04530201,2020.0,139.0,65.0,112.0,6.0,5.0,14.979789915966386,18.320000000000004,3.0,0.0,1
NCT02274506,2014.0,252.0,183.0,1202.0,7.0,8.0,11.520000000000003,13.276559461480925,7.0,4.0,0
NCT05321862,2023.0,99.0,57.0,0.0,2.0,5.0,13.464184397163123,17.9705737704918,2.0,1.0,0
NCT03762291,2021.0,381.0,267.0,617.0,15.0,9.0,8.160957792207792,10.572222222222223,10.0,1.0,1
NCT04883125,2018.0,35.0,18.0,103.0,2.0,6.0,17.48080645161291,14.798947368421054,0.0,2.0,1
NCT02237183,2015.0,653.0,65.0,303.0,12.0,12.0,68.90974,10.469230769230773,13.0,1.0,1
NCT05472532,2023.0,213.0,221.0,0.0,29.0,4.0,79.46425287356323,14.518828282828284,5.0,1.0,1
NCT01267812,2011.0,568.0,95.0,135.0,14.0,13.0,50.005869646182504,10.439583333333335,15.0,3.0,1
NCT03151057,2018.0,319.0,56.0,209.0,11.0,12.0,9.308305866842453,19.930344827586215,15.0,4.0,0
NCT03328936,2018.0,419.0,66.0,319.0,17.0,6.0,45.57927807486631,15.695151515151515,15.0,2.0,0
NCT01336933,2011.0,782.0,45.0,271.0,23.0,9.0,65.20009822646657,12.619130434782608,19.0,5.0,1
NCT01964755,2009.0,1049.0,119.0,0.0,17.0,9.0,12.10166974053497,17.891804878048784,21.0,14.0,0
NCT03079505,2017.0,473.0,146.0,0.0,12.0,17.0,13.25534735659447,35.27540540540541,9.0,3.0,0
NCT05225870,2021.0,25.0,144.0,147.0,2.0,2.0,21.540000000000003,15.56702586206897,0.0,0.0,1
NCT03009240,2017.0,1418.0,47.0,216.0,33.0,35.0,44.17819123549191,12.65585106382979,33.0,9.0,1
NCT02623920,2015.0,613.0,102.0,265.0,20.0,17.0,30.53802692998205,15.413333333333338,22.0,1.0,0
NCT03229382,2018.0,562.0,37.0,237.0,12.0,18.0,26.38365401588703,23.077837837837837,18.0,8.0,0
NCT00001827,1999.0,451.0,278.0,231.0,11.0,14.0,12.333676588897827,10.584285714285716,11.0,5.0,0
NCT02560012,2016.0,506.0,211.0,173.0,28.0,7.0,14.45272863568216,11.147292626728113,23.0,3.0,0
NCT04132505,2019.0,1699.0,119.0,198.0,20.0,47.0,14.60833543108874,15.01132773109244,41.0,10.0,1
NCT05521087,2025.0,209.0,102.0,0.0,4.0,8.0,27.097703045685282,49.622727272727275,9.0,0.0,0
NCT01338987,2011.0,1833.0,508.0,732.0,52.0,35.0,11.592765886377002,12.119643223819303,47.0,12.0,1
NCT04092179,2020.0,361.0,86.0,124.0,9.0,17.0,30.894857142857145,21.349767441860468,8.0,2.0,0
NCT04747912,2021.0,726.0,90.0,0.0,11.0,19.0,12.488385467579015,18.577419354838714,15.0,1.0,0
NCT04522895,2020.0,665.0,38.0,327.0,14.0,17.0,32.30109191759112,22.848780487804877,16.0,7.0,1
NCT01916057,2013.0,75.0,26.0,272.0,6.0,7.0,36.627692307692314,19.772857142857145,6.0,0.0,1
NCT00306202,2006.0,284.0,69.0,0.0,8.0,14.0,16.066583734617446,18.320000000000004,6.0,3.0,1
NCT00987480,2009.0,683.0,251.0,0.0,38.0,5.0,14.778784219001611,11.925823976819991,11.0,8.0,1
NCT02085408,2011.0,1397.0,97.0,926.0,15.0,46.0,53.50225208202113,16.37265463917526,24.0,1.0,1
NCT02000427,2014.0,262.0,33.0,71.0,8.0,9.0,41.54571428571428,25.655555555555555,6.0,0.0,1
NCT01875237,2013.0,428.0,176.0,1468.0,10.0,8.0,8.346011360487672,11.179099099099101,14.0,6.0,0
NCT01760655,2012.0,772.0,91.0,216.0,33.0,7.0,100.1883817427386,12.149386138613863,15.0,4.0,1
NCT04225364,2020.0,490.0,61.0,160.0,10.0,12.0,15.23008438818566,16.831290322580646,11.0,3.0,1
NCT02274987,2014.0,614.0,44.0,93.0,25.0,5.0,13.245595281306716,14.413297872340426,22.0,5.0,1
NCT02849886,2019.0,314.0,53.0,261.0,9.0,11.0,62.989285714285714,29.459999999999997,16.0,2.0,0
NCT03303950,2018.0,445.0,140.0,129.0,20.0,9.0,48.948019801980195,15.595859154929578,7.0,5.0,0
NCT01904136,2014.0,553.0,116.0,380.0,14.0,7.0,24.83520979020979,14.301666666666673,25.0,5.0,1
NCT02488408,2014.0,1238.0,62.0,154.0,17.0,35.0,11.994341432225063,18.796587301587298,29.0,2.0,1
NCT00562978,2000.0,581.0,117.0,259.0,49.0,0.0,41.37007518796993,18.3234243697479,11.0,2.0,1
NCT03272633,2020.0,658.0,54.0,189.0,34.0,6.0,24.21102838529548,15.945909090909094,7.0,7.0,0
NCT00742027,2008.0,1118.0,47.0,0.0,21.0,28.0,11.624482604179573,16.216666666666665,30.0,1.0,1
NCT01926665,2014.0,402.0,61.0,697.0,11.0,19.0,10.644339270919634,8.92799180327869,17.0,2.0,1
NCT00867178,2009.0,431.0,151.0,399.0,13.0,7.0,33.815,14.707105263157896,23.0,0.0,1
NCT02890758,2018.0,697.0,131.0,215.0,20.0,18.0,17.768294729775096,10.632430703624738,10.0,2.0,1
NCT04156828,2020.0,1345.0,151.0,101.0,18.0,36.0,19.25137820512821,16.267454545454548,50.0,7.0,0
NCT02009436,2015.0,469.0,115.0,249.0,15.0,14.0,22.971271043771043,14.106956521739132,13.0,3.0,1
NCT03188497,2016.0,237.0,321.0,0.0,10.0,9.0,9.513717875499715,21.881654434250766,8.0,0.0,1
NCT03358017,2018.0,449.0,663.0,2445.0,9.0,20.0,12.937131392310565,18.452324046920825,12.0,3.0,1
NCT01653717,2013.0,222.0,116.0,1337.0,10.0,7.0,10.843308823529416,9.563717948717951,9.0,4.0,1
NCT03936465,2019.0,1527.0,57.0,152.0,68.0,17.0,15.315908088110515,14.444090909090914,42.0,11.0,1
NCT00137111,2000.0,51.0,34.0,1120.0,3.0,2.0,14.9875,19.42777777777778,1.0,0.0,1
NCT02326844,2015.0,957.0,319.0,334.0,26.0,12.0,16.16033149171271,9.64837176553424,15.0,26.0,0
NCT05500508,2022.0,2083.0,25.0,131.0,41.0,66.0,12.749714514924342,13.040000000000003,71.0,14.0,0
NCT03333486,2017.0,838.0,170.0,183.0,18.0,15.0,24.53407110563091,11.572083333333335,12.0,2.0,0
NCT04679194,2020.0,353.0,32.0,271.0,11.0,8.0,10.70752136752137,20.88,5.0,5.0,0
NCT05289648,2024.0,712.0,41.0,149.0,18.0,23.0,13.664943181818181,15.846162790697672,20.0,3.0,0
NCT00004088,1999.0,350.0,125.0,438.0,58.0,0.0,33.21291694352159,12.9254,19.0,3.0,1
NCT03579888,2020.0,792.0,79.0,271.0,39.0,7.0,67.60101846965699,13.109523809523811,24.0,25.0,0
NCT01807611,2013.0,209.0,134.0,105.0,16.0,0.0,12.352121212121215,17.39454545454546,6.0,2.0,1
NCT03008304,2016.0,84.0,21.0,63.0,5.0,4.0,33.75,17.12636363636364,7.0,0.0,1
NCT02896413,2016.0,44.0,51.0,0.0,3.0,6.0,24.813333333333336,16.710769230769234,0.0,0.0,1
NCT00857025,2008.0,420.0,47.0,185.0,46.0,0.0,21.21251347708895,13.512,13.0,2.0,1
NCT02988466,2017.0,341.0,85.0,0.0,11.0,13.0,16.987489038292896,18.08915662650603,11.0,1.0,1
NCT03563170,2018.0,1090.0,24.0,156.0,17.0,36.0,11.551596505617336,17.861666666666668,33.0,6.0,0
NCT03007875,2016.0,84.0,23.0,65.0,5.0,4.0,33.75,15.872000000000003,7.0,0.0,1
NCT03003728,2019.0,518.0,170.0,0.0,12.0,7.0,14.60941610493715,18.54460465116279,17.0,4.0,0
NCT00514085,2007.0,395.0,39.0,284.0,42.0,0.0,28.531152073732716,13.799615384615386,13.0,1.0,1
NCT06062602,2021.0,693.0,76.0,330.0,21.0,18.0,12.236730899256255,22.766153846153845,7.0,1.0,1
NCT04950452,2018.0,277.0,324.0,0.0,6.0,10.0,21.868120155038763,13.015071245889661,9.0,1.0,1
NCT03007823,2016.0,84.0,20.0,62.0,5.0,4.0,33.75,17.323809523809526,7.0,0.0,1
NCT03937440,2019.0,82.0,141.0,0.0,2.0,8.0,11.101052631578948,22.74233802816902,5.0,0.0,1
NCT04549662,2021.0,277.0,24.0,118.0,5.0,14.0,21.436179775280902,26.220000000000002,3.0,0.0,1
NCT05011058,2021.0,243.0,20.0,137.0,10.0,9.0,25.491818181818186,19.571428571428573,11.0,0.0,0
NCT00076180,2004.0,830.0,447.0,339.0,16.0,14.0,13.317588098583936,11.05251325556734,17.0,4.0,1
NCT05470166,2022.0,79.0,162.0,451.0,5.0,8.0,13.47685805422648,20.324878048780487,3.0,0.0,1
NCT02432378,2015.0,527.0,99.0,58.0,25.0,11.0,14.33070500927644,18.417745098039216,0.0,2.0,0
NCT02420873,2015.0,1123.0,34.0,679.0,15.0,14.0,13.40190927456382,9.08705882352941,17.0,8.0,1
NCT03387085,2018.0,850.0,39.0,181.0,11.0,27.0,12.027554747291056,12.860000000000003,27.0,7.0,0
NCT04796363,2020.0,84.0,3.0,76.0,2.0,10.0,12.539882629107986,24.913333333333338,1.0,0.0,1
NCT03802955,2018.0,448.0,140.0,0.0,12.0,13.0,14.273009487666037,13.221818181818183,11.0,3.0,1
NCT03007836,2016.0,84.0,21.0,63.0,5.0,4.0,33.75,18.19909090909091,7.0,0.0,1
NCT02950259,2017.0,444.0,52.0,175.0,10.0,11.0,20.351491050320842,27.958181818181817,11.0,3.0,1
NCT04259450,2020.0,363.0,92.0,140.0,10.0,5.0,23.789275147928993,28.218000000000007,10.0,6.0,0
NCT02927925,2017.0,252.0,23.0,0.0,5.0,9.0,101.31702127659574,17.288,7.0,2.0,1
NCT02722668,2017.0,1213.0,45.0,0.0,47.0,9.0,15.702982879719055,18.932446808510644,40.0,9.0,1
NCT04065555,2020.0,567.0,50.0,271.0,16.0,14.0,12.16979303706081,19.965384615384618,7.0,2.0,1
NCT02465957,2015.0,598.0,27.0,253.0,7.0,19.0,10.771482517903351,12.858518518518522,14.0,1.0,0
NCT05108623,2022.0,139.0,77.0,0.0,5.0,4.0,26.779090909090915,25.058037974683547,1.0,0.0,1
NCT03143985,2017.0,1008.0,55.0,226.0,19.0,26.0,15.080460042060992,13.371363636363636,31.0,5.0,1
NCT03329248,2017.0,864.0,40.0,156.0,11.0,29.0,11.573410659398018,13.70256097560976,31.0,3.0,0
NCT02843581,2016.0,84.0,19.0,69.0,5.0,4.0,33.75,16.04105263157895,7.0,0.0,1
NCT03249727,2017.0,184.0,33.0,161.0,3.0,11.0,12.52700996677741,17.66181818181818,1.0,0.0,0
NCT04754100,2021.0,234.0,42.0,0.0,12.0,5.0,15.658571428571431,24.86341463414634,11.0,0.0,1
NCT02987296,2017.0,310.0,145.0,0.0,8.0,15.0,15.247646048109967,11.92810314685315,8.0,0.0,1
NCT03652935,2008.0,56.0,119.0,233.0,3.0,11.0,26.20652173913044,16.105,0.0,0.0,1
NCT01100528,2009.0,498.0,83.0,111.0,20.0,9.0,25.833000000000002,14.748488372093025,17.0,3.0,1
NCT04143711,2019.0,1560.0,131.0,0.0,78.0,26.0,12.326186448182533,13.918461538461539,27.0,56.0,1
NCT01685892,2012.0,197.0,99.0,0.0,6.0,6.0,80.28273224043716,20.09670560747664,3.0,0.0,1
NCT03008499,2016.0,84.0,21.0,63.0,5.0,4.0,33.75,17.66272727272727,7.0,0.0,1
NCT03366064,2017.0,418.0,27.0,106.0,12.0,14.0,22.17789473684211,17.228888888888893,20.0,1.0,1
NCT02004106,2013.0,568.0,163.0,0.0,10.0,17.0,51.266551594746716,14.340652557319228,10.0,7.0,1
NCT04715061,2020.0,65.0,548.0,0.0,5.0,4.0,34.275000000000006,17.040599078341014,0.0,0.0,1
NCT02620033,2015.0,269.0,149.0,0.0,13.0,13.0,19.754117647058823,15.41293598233996,0.0,0.0,1
NCT02763319,2016.0,969.0,28.0,82.0,22.0,26.0,11.463601968304939,15.55857142857143,22.0,5.0,1
NCT03941769,2020.0,321.0,150.0,164.0,11.0,13.0,25.955306122448977,15.470797385620916,7.0,0.0,1
NCT03203005,2017.0,1108.0,75.0,249.0,17.0,39.0,13.139141414141417,19.34707792207792,20.0,1.0,1
NCT04319757,2020.0,197.0,55.0,0.0,9.0,8.0,25.949071428571433,17.777131147540988,5.0,2.0,1
NCT02417753,2015.0,996.0,270.0,353.0,21.0,28.0,12.46827831025914,8.40761313220941,28.0,4.0,0
NCT02853903,2016.0,84.0,20.0,46.0,5.0,4.0,33.75,16.99,7.0,0.0,1
NCT04465643,2021.0,521.0,52.0,0.0,10.0,14.0,18.67828288155258,29.65153846153847,10.0,4.0,1
NCT02327481,2015.0,203.0,28.0,55.0,7.0,12.0,82.96867724867725,13.466666666666669,2.0,0.0,1
NCT06273852,2024.0,749.0,35.0,229.0,17.0,25.0,12.831206896551727,24.01666666666667,9.0,8.0,1
NCT03015792,2017.0,971.0,105.0,395.0,33.0,29.0,90.72384502923975,14.671415094339626,36.0,1.0,0
NCT02668315,2015.0,420.0,184.0,231.0,13.0,12.0,8.229022203690192,15.51065637065637,22.0,1.0,1
NCT02843815,2016.0,83.0,18.0,67.0,5.0,4.0,33.72307692307692,13.718888888888891,7.0,0.0,1
NCT06284226,2022.0,592.0,24.0,0.0,17.0,9.0,10.38434684684685,16.878333333333334,17.0,3.0,0
NCT02843061,2016.0,84.0,19.0,66.0,5.0,4.0,33.75,14.798947368421054,7.0,0.0,1
NCT01675141,2012.0,863.0,262.0,458.0,16.0,23.0,17.85924466988983,9.646518856195613,15.0,3.0,0
NCT05702424,2023.0,236.0,60.0,57.0,9.0,10.0,24.56860093896714,13.55060606060606,6.0,1.0,1
NCT03524235,2018.0,1305.0,71.0,135.0,55.0,16.0,15.888573985680193,22.208947368421054,19.0,11.0,1
NCT04676009,2021.0,499.0,113.0,0.0,11.0,14.0,36.37814606741574,19.42172413793104,28.0,5.0,1
NCT02933255,2017.0,1077.0,293.0,520.0,26.0,27.0,16.096254826254828,9.954014304052816,17.0,4.0,1
NCT03451825,2018.0,152.0,103.0,0.0,6.0,7.0,36.80269230769231,20.87333333333334,1.0,0.0,0
NCT04630769,2021.0,754.0,121.0,143.0,19.0,12.0,31.01608412085719,16.37,27.0,4.0,1
NCT04760405,2021.0,127.0,39.0,113.0,8.0,8.0,9.248074766355142,22.614871794871792,3.0,0.0,1
NCT05032820,2022.0,1352.0,40.0,119.0,23.0,35.0,11.364314850863423,22.423333333333336,39.0,11.0,1
NCT03182959,2017.0,461.0,105.0,93.0,10.0,11.0,15.114397432156409,12.604692307692307,6.0,3.0,1
NCT03506360,2018.0,1029.0,127.0,279.0,27.0,30.0,23.414717345344247,15.228375000000003,29.0,4.0,1
NCT00789776,2008.0,1138.0,182.0,250.0,21.0,27.0,110.9943544600939,15.108262150220916,24.0,4.0,1
NCT03008330,2016.0,84.0,21.0,63.0,5.0,4.0,33.75,16.053636363636368,7.0,0.0,1
NCT04230330,2019.0,545.0,82.0,0.0,21.0,18.0,29.301637197118534,14.076323529411763,10.0,4.0,0
NCT04220684,2020.0,438.0,72.0,263.0,19.0,10.0,14.480298507462692,13.620547945205484,13.0,2.0,1
NCT05115630,2022.0,704.0,61.0,124.0,40.0,11.0,11.045102323008852,16.864516129032257,20.0,8.0,1
NCT01609816,2015.0,620.0,103.0,7.0,6.0,41.0,30.0891157323689,14.9471568627451,18.0,2.0,0
NCT02998736,2017.0,672.0,52.0,247.0,9.0,27.0,13.095446185997911,21.846,19.0,0.0,1
NCT05093192,2021.0,741.0,265.0,1284.0,39.0,11.0,13.865088919288649,10.53985018726592,20.0,0.0,1
NCT01729091,2013.0,406.0,189.0,155.0,18.0,6.0,80.76847708894879,14.89672619047619,10.0,4.0,1
NCT04120246,2020.0,760.0,174.0,72.0,30.0,16.0,9.794542141531938,14.75511049723757,29.0,6.0,0
NCT03049449,2017.0,1811.0,692.0,968.0,41.0,16.0,16.092727419805566,17.22480204672318,31.0,24.0,1
NCT03853317,2020.0,678.0,42.0,98.0,11.0,20.0,11.543844936708865,13.390476190476189,21.0,0.0,0
NCT04074746,2020.0,543.0,112.0,232.0,16.0,12.0,14.336453441295546,18.650000000000002,26.0,7.0,1
NCT05987696,2023.0,502.0,33.0,0.0,13.0,28.0,10.74000915331808,21.39444444444445,24.0,12.0,1
NCT02887599,2016.0,92.0,184.0,0.0,5.0,4.0,39.26810126582279,15.069909909909914,3.0,0.0,1
NCT03537599,2020.0,394.0,123.0,447.0,15.0,12.0,25.527222222222225,13.780387096774195,11.0,5.0,0
NCT01922921,2014.0,424.0,105.0,164.0,20.0,13.0,45.06458661417322,15.173279816513759,15.0,11.0,1
NCT03035422,2018.0,197.0,52.0,579.0,8.0,11.0,74.95279069767442,18.321481481481488,7.0,3.0,1
NCT02843126,2016.0,84.0,20.0,68.0,5.0,4.0,33.75,15.638095238095236,7.0,0.0,1
NCT04354025,2023.0,487.0,88.0,0.0,24.0,12.0,15.618839285714287,18.65191011235955,16.0,3.0,0
NCT04905576,2001.0,59.0,22.0,68.0,2.0,7.0,21.46198113207547,17.66272727272727,0.0,0.0,1
NCT03360630,2016.0,493.0,27.0,0.0,8.0,9.0,14.020559139784947,21.761379310344832,18.0,1.0,1
NCT03387098,2017.0,797.0,30.0,181.0,11.0,27.0,11.73233390540942,18.923333333333336,28.0,2.0,0
NCT03801902,2019.0,1475.0,187.0,648.0,28.0,31.0,27.83594071634418,17.66413533834586,51.0,10.0,1
NCT03203369,2017.0,31.0,49.0,0.0,3.0,0.0,22.473333333333333,28.324081632653066,0.0,0.0,0
NCT03358849,2017.0,142.0,231.0,760.0,7.0,6.0,24.250000000000004,18.14166666666667,9.0,0.0,1
NCT00720785,2008.0,592.0,388.0,439.0,9.0,33.0,13.035930671506353,9.715111698294503,14.0,5.0,1
NCT02179515,2014.0,1219.0,309.0,564.0,27.0,13.0,12.536909676254666,9.719318062598358,15.0,9.0,1
NCT07285668,2026.0,410.0,35.0,229.0,16.0,10.0,26.276063624678667,21.250000000000004,5.0,0.0,0
NCT02849015,2016.0,84.0,21.0,66.0,5.0,4.0,33.75,16.053636363636368,7.0,0.0,1
NCT05218408,2022.0,1149.0,105.0,103.0,25.0,33.0,12.217466223990009,21.28518518518519,39.0,1.0,0
NCT03242265,2017.0,181.0,31.0,79.0,6.0,9.0,13.506956995100708,16.293548387096777,3.0,1.0,0
NCT03072160,2017.0,1423.0,276.0,529.0,31.0,22.0,14.313385831050827,10.983982683982688,24.0,6.0,1
NCT03785925,2019.0,164.0,36.0,0.0,9.0,6.0,39.017913907284765,24.034594594594598,3.0,2.0,1
NCT04763616,2021.0,1206.0,220.0,445.0,13.0,21.0,12.725554680664917,17.892410256410262,32.0,7.0,1
NCT05597839,2022.0,2074.0,93.0,0.0,38.0,49.0,11.763601429256756,11.952638297872344,30.0,42.0,1
NCT03316274,2018.0,1156.0,127.0,229.0,31.0,15.0,12.272908920814,14.798947368421054,29.0,9.0,1
NCT05012813,2022.0,309.0,77.0,134.0,7.0,10.0,17.256219178082194,21.622594936708868,3.0,1.0,1
NCT03605719,2018.0,936.0,154.0,307.0,28.0,8.0,27.001730103806228,14.746153846153849,31.0,2.0,1
NCT03954067,2019.0,1462.0,59.0,108.0,18.0,40.0,14.901700955180019,17.915000000000003,42.0,8.0,1
NCT04771676,2021.0,673.0,18.0,26.0,13.0,21.0,14.480929078289194,20.274444444444452,21.0,3.0,1
NCT03178032,2017.0,350.0,20.0,236.0,9.0,14.0,11.239553571428573,16.4,11.0,2.0,1
NCT02977156,2017.0,868.0,268.0,228.0,23.0,20.0,15.238579478818046,18.95623678646935,26.0,3.0,1
NCT06171178,2024.0,1800.0,849.0,0.0,30.0,42.0,18.085806635512522,7.933842034805892,44.0,15.0,0
NCT04135352,2019.0,941.0,56.0,44.0,16.0,17.0,16.59512620638456,20.988157894736847,20.0,5.0,0
NCT02197169,2014.0,174.0,80.0,113.0,6.0,12.0,42.16,18.102962962962966,0.0,1.0,1
NCT05248789,2022.0,653.0,67.0,108.0,10.0,23.0,11.225617358768972,18.30507462686567,19.0,3.0,0
NCT02364713,2015.0,1246.0,53.0,347.0,23.0,33.0,84.02785467128027,16.804090909090913,35.0,4.0,0
NCT01227551,2011.0,708.0,42.0,550.0,16.0,26.0,11.45637711927758,13.18904761904762,27.0,2.0,1
NCT05733611,2023.0,1365.0,35.0,95.0,23.0,35.0,12.06114651199746,25.368571428571432,40.0,12.0,0
NCT06063317,2023.0,376.0,43.0,133.0,11.0,14.0,12.260845903578822,27.489130434782613,6.0,1.0,0
NCT04725331,2021.0,611.0,26.0,101.0,7.0,23.0,15.281271477663235,19.320000000000004,13.0,4.0,0
NCT04102618,2019.0,1128.0,60.0,235.0,34.0,28.0,12.94696432617248,11.684262295081968,35.0,19.0,0
NCT02028442,2012.0,893.0,92.0,0.0,36.0,21.0,29.440214285714294,41.06826086956522,38.0,4.0,1
NCT06067061,2024.0,370.0,81.0,94.0,11.0,11.0,12.216402327005511,23.968571428571426,8.0,8.0,0
NCT00438009,2007.0,344.0,158.0,0.0,11.0,19.0,13.977697642163665,14.177820512820514,9.0,2.0,1
NCT03171493,2018.0,314.0,41.0,239.0,7.0,11.0,16.30643189368771,25.726829268292686,6.0,2.0,1
NCT04123470,2020.0,1159.0,93.0,147.0,17.0,35.0,12.106158091022106,14.936818181818179,32.0,11.0,1
NCT06562621,2018.0,276.0,179.0,0.0,9.0,10.0,13.534375097276268,14.224258241758246,13.0,2.0,1
NCT05648006,2023.0,933.0,33.0,0.0,20.0,24.0,13.535865644640893,23.699411764705882,35.0,7.0,0
NCT03773744,2020.0,173.0,58.0,149.0,7.0,10.0,17.887747589833484,17.94,3.0,1.0,0
NCT05600582,2023.0,266.0,146.0,384.0,11.0,11.0,39.59,16.5398275862069,5.0,1.0,0
NCT02779855,2017.0,426.0,170.0,0.0,9.0,10.0,23.567107030900136,18.95768047337278,5.0,3.0,1
NCT02272855,2014.0,590.0,28.0,190.0,18.0,13.0,11.294360776946156,17.244285714285713,18.0,3.0,1
NCT02798406,2016.0,313.0,87.0,166.0,8.0,12.0,23.06629343629344,18.641162790697674,6.0,3.0,1
NCT00832559,2009.0,455.0,240.0,0.0,14.0,13.0,11.792093023255816,13.384175134488945,17.0,2.0,0
